Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2022-05-06,TSC,932,YYZ,YVR,3,,M,,false,,2022-05-06T20:40,2022-05-06T21:16:49,,,,,2022-05-06T22:50,,Airbus A321,,,,,,,,dd32254a-6d9e-47b6-96c6-bff2f76ebe93,ccbf3b8b-3161-4bf8-96ac-d2f7b6e194fc,54b344b9-4034-43bf-9f74-6934fe37e671,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2022-05-15,WJA,908,YVR,YYZ,M,B16,3,B18,false,,2022-05-15T09:50,2022-05-15T10:32,,,,,,2022-05-15T17:52,Boeing 737-800,,,,,,,,504ff147-6ead-4af0-a498-5d782bfc3800,5af6212f-9d69-4cba-971b-d20f2c3bab21,c71de46b-62e9-43fb-83e7-1f44a3a393fe,54b344b9-4034-43bf-9f74-6934fe37e671,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2022-06-10,WJA,437,YYZ,YEG,3,B22,,76,false,,2022-06-10T18:15,2022-06-10T22:30,,,,,2022-06-10T20:24,2022-06-11T00:53,Boeing 737-800,,,,,,,,b2de9007-73a6-4817-82a4-09dbe769210d,5af6212f-9d69-4cba-971b-d20f2c3bab21,54b344b9-4034-43bf-9f74-6934fe37e671,daf6cd5c-a0ec-411f-8429-cc2af48773ab,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2022-06-12,WJA,430,YEG,YYZ,,12,3,B15,false,,2022-06-12T12:00,2022-06-12T12:01,,,,,2022-06-12T17:42,2022-06-12T17:46,Boeing 737-800,,,,,,,,bce4f041-052d-4736-8fe8-d58a36308116,5af6212f-9d69-4cba-971b-d20f2c3bab21,daf6cd5c-a0ec-411f-8429-cc2af48773ab,54b344b9-4034-43bf-9f74-6934fe37e671,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-07-07,ACA,1670,YYZ,MCO,1,,,93,false,,2022-07-07T07:00,2022-07-07T07:30,,,,,2022-07-07T09:42,2022-07-07T10:15,Airbus A321,,,,,,,,fe31b0b5-0050-4cdc-be48-583bf04b0aa6,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2022-07-14,ACA,1677,MCO,YYZ,,93,1,,false,,2022-07-14T17:10,2022-07-14T20:13,,,,,2022-07-14T19:52,2022-07-15T00:23,Airbus A319,,,,,,,,311fe5f7-0a70-4f4e-8d52-ffee9d5bc173,e01c58da-cfd8-4db7-9078-f950d668ba1a,85570a14-2373-4bad-a7b5-b3a9a7fdce90,54b344b9-4034-43bf-9f74-6934fe37e671,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-11-15,ACA,1093,YYZ,SAN,1,F96,2,50,false,,2022-11-15T08:15,2022-11-15T08:29,,,,,2022-11-15T10:53,2022-11-15T10:39,Boeing 737 MAX 8,,,,,,,,ffcf09b2-8058-4981-9124-e4151c3218fd,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,dbeb2230-9c7b-428a-b122-a07186f48a86,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-11-24,ACA,788,LAX,YYZ,6,69A,1,174,false,,2022-11-24T11:50,2022-11-24T11:48,,,,,2022-11-24T19:17,2022-11-24T19:24,Boeing 787-8,,,,,,,,5fc6914e-4b0b-4fc3-bbec-859c9bc2d5c3,e01c58da-cfd8-4db7-9078-f950d668ba1a,25b8d712-9888-423f-868d-b25f1d184aaf,54b344b9-4034-43bf-9f74-6934fe37e671,,4f948d40-962a-4fdf-b1d9-424282d24f76
2023-01-19,POE,2127,YTZ,EWR,,11,B,52,false,,2023-01-19T10:00,2023-01-19T10:01,,,,,2023-01-19T11:30,2023-01-19T11:28,DHC-8-400 Dash 8Q,,,,,,,,ee7b9dca-0f73-4c19-bb9c-ff395cef95d3,40b26dc0-1c15-4251-a7b8-8aea1e3a6f94,51f483b9-1c36-469f-993b-37ff33fa0d4a,4427d229-a1e2-4955-81fa-9b5c0f103f12,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2023-01-22,POE,2138,EWR,YTZ,B,52,,10,false,,2023-01-22T17:15,2023-01-22T17:30,,,,,2023-01-22T19:00,2023-01-22T19:15,DHC-8-400 Dash 8Q,,,,,,,,c16d649a-0ad3-41e6-9e5d-c970872d256e,40b26dc0-1c15-4251-a7b8-8aea1e3a6f94,4427d229-a1e2-4955-81fa-9b5c0f103f12,51f483b9-1c36-469f-993b-37ff33fa0d4a,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2023-03-22,ACA,109,YYZ,YVR,1,D38,M,C44,false,,2023-03-22T08:30,2023-03-22T08:31,,,,,2023-03-22T10:41,2023-03-22T10:30,Airbus A321,,,,,,,,8af514fa-445e-47cc-ac2f-8c33df19c5ea,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2023-04-01,POE,306,YVR,YYZ,M,,3,B2A,false,,2023-04-01T13:45,2023-04-01T15:31,,,,,2023-04-01T21:17,2023-04-01T22:59,Embraer 195 E2,,,,,,,,e82ce3a1-e8f1-4472-89af-a6f2946c3e26,40b26dc0-1c15-4251-a7b8-8aea1e3a6f94,c71de46b-62e9-43fb-83e7-1f44a3a393fe,54b344b9-4034-43bf-9f74-6934fe37e671,,0bcde7c7-cf84-4d0a-878d-0b6d7908d469
2023-05-03,ACA,1648,YYZ,MIA,1,,,J8,false,,2023-05-03T20:05,2023-05-03T20:41,,,,,2023-05-03T23:20,2023-05-03T23:46,Airbus A319,,,,,,,,5f285084-5bf3-449e-aa95-d476fd12af53,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2023-05-13,ACA,1203,MIA,YYZ,,J8,1,F82,false,,2023-05-13T13:00,2023-05-13T13:11,,,,,2023-05-13T16:14,2023-05-13T16:15,Airbus A320,,,,,,,,bd17e11e-d500-41fe-8c98-e0dfba080c70,e01c58da-cfd8-4db7-9078-f950d668ba1a,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,54b344b9-4034-43bf-9f74-6934fe37e671,,5abf9f45-a4ac-48dc-bd62-b6b0a6f31bb8
2023-06-17,ACA,543,YYZ,SEA,1,F53,Main,S6A,false,,2023-06-17T18:25,2023-06-17T18:34,,,,,2023-06-17T20:47,2023-06-17T20:45,Airbus A220-300,,,,,,,,7fea082f-0068-4862-8122-c54b26229641,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,b3f217fd-4bc7-4806-9efe-abe9446a74df,,c6158951-56ef-48ec-b8ae-5f7e9c0c24c0
2023-07-04,ACA,8805,SEA,YVR,,B20,M,E85,false,,2023-07-04T13:15,2023-07-04T13:44,,,,,2023-07-04T14:14,2023-07-04T14:36,DHC-8-400 Dash 8Q,,,,,,,,8ca15e20-1546-4065-9c20-08e326e240b0,e01c58da-cfd8-4db7-9078-f950d668ba1a,b3f217fd-4bc7-4806-9efe-abe9446a74df,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2023-07-04,ACA,186,YVR,YYZ,M,C51,1,D39,false,,2023-07-04T17:05,2023-07-04T17:11,,,,,2023-07-05T00:28,2023-07-05T00:27,Boeing 787-9,,,,,,,,e424d93a-6c11-431f-b2b7-f59b2fcc24bc,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,54b344b9-4034-43bf-9f74-6934fe37e671,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2023-07-18,ACA,541,YYZ,SEA,1,F34,Main,B21,false,,2023-07-18T09:00,2023-07-18T09:18,,,,,2023-07-18T11:22,2023-07-18T11:47,Airbus A220-300,,,,,,,,c3728ac7-d4d9-47cc-8add-febbc538bee1,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,b3f217fd-4bc7-4806-9efe-abe9446a74df,,c6158951-56ef-48ec-b8ae-5f7e9c0c24c0
2023-12-12,ACA,540,SEA,YYZ,Main,S1B,1,F53,false,,2023-12-12T09:35,2023-12-12T09:40,,,,,2023-12-12T17:16,2023-12-12T17:27,Airbus A220-300,,,,,,,,cdde17f1-beaa-43c8-acd1-655074856c3b,e01c58da-cfd8-4db7-9078-f950d668ba1a,b3f217fd-4bc7-4806-9efe-abe9446a74df,54b344b9-4034-43bf-9f74-6934fe37e671,,c6158951-56ef-48ec-b8ae-5f7e9c0c24c0
2024-01-06,ACA,543,YYZ,SEA,1,F82,Main,S1B,false,,2024-01-06T18:35,2024-01-06T19:26,,,,,2024-01-06T21:03,2024-01-06T22:15,Airbus A220-300,,,,,,,,4bfc7ac8-276d-40bf-a20f-18c1e106fdc8,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,b3f217fd-4bc7-4806-9efe-abe9446a74df,,c6158951-56ef-48ec-b8ae-5f7e9c0c24c0
2024-02-22,ASA,346,SEA,MCO,Main,C15,B,32,false,,2024-02-22T15:35,2024-02-22T15:32,,,,,2024-02-22T23:58,2024-02-22T23:49,Boeing 737-900ER,,,,,,,,f3848989-8bf9-40b0-820c-9b1cf5484ce4,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,24012541-435d-4a27-af8a-4791336f1965
2024-02-28,ASA,395,MCO,SEA,B,33,Main,N2,false,,2024-02-28T07:00,2024-02-28T06:54,,,,,2024-02-28T10:36,2024-02-28T10:42,Boeing 737-800,,,,,,,,8da76d63-2545-450a-9f70-fe8b0c0b5df5,45411282-5411-46ac-89ce-720ab9efe700,85570a14-2373-4bad-a7b5-b3a9a7fdce90,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-04-11,ACA,118,YVR,YYZ,M,C50,1,D24,false,,2024-04-11T14:00,2024-04-11T13:57,,,,,2024-04-11T21:20,2024-04-11T21:15,Boeing 777-300 ER,,,,,,,,bee1136e-3451-4dc3-a365-e1d8c61574c0,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,54b344b9-4034-43bf-9f74-6934fe37e671,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-04-16,ACA,107,YYZ,YVR,1,D43,M,C47,false,,2024-04-16T10:00,2024-04-16T11:30,,,,,2024-04-16T11:48,2024-04-16T13:16,Boeing 787-9,,,,,,,,58aee8b2-f94c-4373-a84b-b29f96810d31,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2024-05-03,ACA,3,YVR,NRT,M,D68,1,47,false,,2024-05-03T12:55,2024-05-03T13:21,,,,,2024-05-04T14:50,2024-05-04T14:55,Boeing 787-9,,,,,,,,d23fa4d5-0367-408b-a5d3-8ba3e7437108,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,42cbe764-fc30-49b0-9e72-eca5f6c21767,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2024-05-22,ACA,22,HKG,YVR,1,6,M,D58,false,,2024-05-22T10:00,2024-05-22T10:52,,,,,2024-05-22T07:05,2024-05-22T07:21,Boeing 787-9,,,,,,,,2a1a6ef6-780d-4465-961a-551c0aff72e3,e01c58da-cfd8-4db7-9078-f950d668ba1a,7da61aa8-3d56-411b-8be5-50a198e86c60,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2024-05-23,ACA,8798,YVR,SEA,M,E94,Main,S1A,false,,2024-05-23T09:00,2024-05-23T08:45,,,,,2024-05-23T10:02,2024-05-23T09:57,DHC-8-400 Dash 8Q,,,,,,,,afee10d9-b9d2-4704-b3d6-ac6be3223ed2,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,b3f217fd-4bc7-4806-9efe-abe9446a74df,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2024-06-06,ACA,540,SEA,YYZ,Main,S1A,1,F57,false,,2024-06-06T11:40,2024-06-06T12:00,,,,,2024-06-06T19:18,2024-06-06T19:20,Airbus A220-300,,,,,,,,835531ba-cf75-461d-a1df-b11ea371d13e,e01c58da-cfd8-4db7-9078-f950d668ba1a,b3f217fd-4bc7-4806-9efe-abe9446a74df,54b344b9-4034-43bf-9f74-6934fe37e671,,c6158951-56ef-48ec-b8ae-5f7e9c0c24c0
2024-06-13,ACA,105,YYZ,YVR,1,D24,M,C46,false,,2024-06-13T08:30,2024-06-13T08:27,,,,,2024-06-13T10:36,2024-06-13T10:24,Airbus A321,,,,,,,,3d871bfc-c4a4-4564-8df2-ad71c674acd8,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-07-06,ASA,486,SEA,ORD,Main,C15,2,E17,false,,2024-07-06T08:05,2024-07-06T07:53,,,,,2024-07-06T14:10,2024-07-06T13:54,Boeing 737-900ER,,,,,,,,10219e2d-0dc0-4de8-8582-59b05803d1da,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,a5eff314-18e7-4c87-bd38-0131882f1b8d,,24012541-435d-4a27-af8a-4791336f1965
2024-07-11,ASA,901,ORD,SEA,2,E17,Main,N3,false,,2024-07-11T21:22,2024-07-11T21:49,,,,,2024-07-11T23:59,2024-07-12T00:09,Boeing 737 MAX 9,,,,,,,,f350952f-3588-4389-87b6-d8b8ad6582c7,45411282-5411-46ac-89ce-720ab9efe700,a5eff314-18e7-4c87-bd38-0131882f1b8d,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8240381a-dce7-4694-a1d8-4769a0c6507a
2024-09-04,ACA,184,YVR,YYZ,M,C47,1,D39,false,,2024-09-04T13:30,2024-09-04T13:41,,,,,2024-09-04T20:54,2024-09-04T21:13,Boeing 777-300 ER,,,,,,,,8d4d97a7-139e-4399-bf80-d987cc1fd5f8,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,54b344b9-4034-43bf-9f74-6934fe37e671,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-09-13,ACA,856,YYZ,LHR,1,E70,2,B41,false,,2024-09-13T20:30,2024-09-13T20:31,,,,,2024-09-14T08:35,2024-09-14T08:42,Boeing 787-9,,,,,,,,63fdd2ac-99be-4171-9393-56eaa28ec286,e01c58da-cfd8-4db7-9078-f950d668ba1a,54b344b9-4034-43bf-9f74-6934fe37e671,5a2a51a0-1a5b-42c9-b220-c61953fac034,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2024-09-20,ACA,861,LHR,YVR,2,B42,M,D71,false,,2024-09-20T14:10,2024-09-20T14:22,,,,,2024-09-20T15:55,2024-09-20T15:48,Boeing 777-300 ER,,,,,,,,ecba24a6-6ee3-4691-89b3-d68dd42a0ab2,e01c58da-cfd8-4db7-9078-f950d668ba1a,5a2a51a0-1a5b-42c9-b220-c61953fac034,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-10-25,ASA,346,SEA,MCO,Main,N17,B,32,false,,2024-10-25T15:40,2024-10-25T15:55,,,,,2024-10-25T23:59,2024-10-26T00:15,Boeing 737-900ER,,,,,,,,b4080de1-4c15-4172-a978-44a74d78a60d,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,24012541-435d-4a27-af8a-4791336f1965
2024-10-28,ASA,481,MCO,SEA,B,32,Main,N16,false,,2024-10-28T09:00,2024-10-28T08:54,,,,,2024-10-28T12:21,2024-10-28T12:10,Boeing 737-800,,,,,,,,8eac258a-3c00-4fb3-b2e5-fed3e6714b98,45411282-5411-46ac-89ce-720ab9efe700,85570a14-2373-4bad-a7b5-b3a9a7fdce90,b3f217fd-4bc7-4806-9efe-abe9446a74df,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2024-11-15,ASA,37,PAE,LAS,,2A,3,E14,false,,2024-11-15T20:17,2024-11-15T20:08,,,,,2024-11-15T22:47,2024-11-15T22:33,Boeing 737-900ER,,,,,,,,7bc785ac-9886-41fa-8ac5-5a184d38ea8e,45411282-5411-46ac-89ce-720ab9efe700,93fdc07a-2d1c-4bb7-b9de-adac379de396,13ec7b81-ab66-4c6c-b632-92f18740c05b,,24012541-435d-4a27-af8a-4791336f1965
2024-11-18,ASA,32,LAS,PAE,3,E14,,2A,false,,2024-11-18T20:43,2024-11-18T20:28,,,,,2024-11-18T23:25,2024-11-18T23:24,Boeing 737 MAX 9,,,,,,,,57696a84-2a30-407f-bf4e-e37902f8926e,45411282-5411-46ac-89ce-720ab9efe700,13ec7b81-ab66-4c6c-b632-92f18740c05b,93fdc07a-2d1c-4bb7-b9de-adac379de396,,8240381a-dce7-4694-a1d8-4769a0c6507a
2025-01-02,UAL,565,YYZ,SFO,1,F97,3,E13,false,,2025-01-02T06:30,2025-01-02T06:28,,,,,2025-01-02T09:32,2025-01-02T09:14,Boeing 737-800,,,,,,,,4d7ee8b5-6fae-41b9-9929-cb894bb0f5ab,b57b4c86-4724-48f1-80be-d7de4036004a,54b344b9-4034-43bf-9f74-6934fe37e671,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-01-02,UAL,869,SFO,HKG,INTL,G12,1,33,false,,2025-01-02T11:35,2025-01-02T11:51,,,,,2025-01-03T19:20,2025-01-03T19:09,Boeing 777-300 ER,,,,,,,,18d99b92-a267-4c1a-8a90-90e0999a561a,b57b4c86-4724-48f1-80be-d7de4036004a,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,7da61aa8-3d56-411b-8be5-50a198e86c60,,78eac566-1ad0-4ded-9979-9510dfde05f2
2025-01-06,CPA,466,HKG,TPE,1,522,1,B5,false,,2025-01-06T09:30,2025-01-06T09:31,,,,,2025-01-06T11:25,2025-01-06T11:07,Airbus A330-300,,,,,,,,bbf7fb38-47b3-46b4-937f-3504c2da6a92,8508d82c-f03a-4c99-88d8-46ede5aceb6d,7da61aa8-3d56-411b-8be5-50a198e86c60,1a0ff314-4db9-43eb-aef0-59d40b78505b,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2025-01-09,CPA,495,TPE,HKG,1,B7,1,,false,,2025-01-09T13:20,2025-01-09T13:08,,,,,2025-01-09T15:25,2025-01-09T15:08,Airbus A330-300,,,,,,,,c50fbf76-2caf-4abd-b808-8cd2a54e8d2a,8508d82c-f03a-4c99-88d8-46ede5aceb6d,1a0ff314-4db9-43eb-aef0-59d40b78505b,7da61aa8-3d56-411b-8be5-50a198e86c60,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2025-01-19,ANA,860,HKG,HND,1,25,3,,false,,2025-01-19T14:20,2025-01-19T14:19,,,,,2025-01-19T19:15,,Boeing 787-8,,,,,,,,0f8ed1f1-c24d-4f67-be40-33d3dc24e474,c1ace35c-3515-410b-ad40-219189967eff,7da61aa8-3d56-411b-8be5-50a198e86c60,deceac13-5547-4a5a-9877-06e35ae80304,,4f948d40-962a-4fdf-b1d9-424282d24f76
2025-01-19,ANA,118,HND,SEA,3,131,Main,S8,false,,2025-01-19T21:15,2025-01-19T21:40,,,,,2025-01-19T13:20,2025-01-19T13:24,Boeing 787-8,,,,,,,,a1d39d39-e886-4709-82d8-3b110abd27c7,c1ace35c-3515-410b-ad40-219189967eff,deceac13-5547-4a5a-9877-06e35ae80304,b3f217fd-4bc7-4806-9efe-abe9446a74df,,4f948d40-962a-4fdf-b1d9-424282d24f76
2025-03-15,ASA,686,SEA,LAS,Main,N2,3,E15,false,,2025-03-15T14:38,2025-03-15T14:37,,,,,2025-03-15T17:07,2025-03-15T16:58,Boeing 737-800,,,,,,,,4fc8a544-7fd1-4a42-9adc-5e454a0be517,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,13ec7b81-ab66-4c6c-b632-92f18740c05b,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-03-19,ASA,601,LAS,SEA,3,E11,Main,C17,false,,2025-03-19T17:50,2025-03-19T17:49,,,,,2025-03-19T20:35,2025-03-19T20:38,Boeing 737-900ER,,,,,,,,ce43da74-9b72-4fad-8ad5-c554ce012036,45411282-5411-46ac-89ce-720ab9efe700,13ec7b81-ab66-4c6c-b632-92f18740c05b,b3f217fd-4bc7-4806-9efe-abe9446a74df,,24012541-435d-4a27-af8a-4791336f1965
2025-05-23,ASA,2223,YVR,SEA,I,E85,Main,C16,false,,2025-05-23T18:00,2025-05-23T17:51,,,,,2025-05-23T19:06,2025-05-23T18:59,Embraer 175,,,,,,,,c52e4dcb-0ff2-4912-a8fa-8fb293ecb273,45411282-5411-46ac-89ce-720ab9efe700,c71de46b-62e9-43fb-83e7-1f44a3a393fe,b3f217fd-4bc7-4806-9efe-abe9446a74df,,36728d5b-40cd-46ec-93ba-8822376b565d
2025-05-30,ASA,1140,SEA,SFO,Main,D7,1,B9,false,,2025-05-30T15:46,2025-05-30T15:39,,,,,2025-05-30T17:57,2025-05-30T17:45,Boeing 737 MAX 9,,,,,,,,27537a7f-3aa7-41a4-9d47-f9403bca74a2,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,8240381a-dce7-4694-a1d8-4769a0c6507a
2025-06-03,ASA,1123,SFO,SEA,1,B9,Main,C18,false,,2025-06-03T08:00,2025-06-03T07:57,,,,,2025-06-03T10:13,2025-06-03T10:39,Boeing 737-800,,,,,,,,39d29cf2-394e-4d98-98b8-bb26ede17971,45411282-5411-46ac-89ce-720ab9efe700,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-09-04,ACA,8807,SEA,YVR,Main,S1A,M,E83,false,,2025-09-04T14:55,2025-09-04T14:51,,,,,2025-09-04T16:01,2025-09-04T16:01,DHC-8-400 Dash 8Q,,,,,,,,a505ca70-938f-4430-8a86-1c8a4e8875d0,e01c58da-cfd8-4db7-9078-f950d668ba1a,b3f217fd-4bc7-4806-9efe-abe9446a74df,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2025-09-04,ACA,246,YVR,YEG,D,C50,,66,false,,2025-09-04T19:05,2025-09-04T20:21,,,,,2025-09-04T21:40,2025-09-04T22:54,Airbus A320,,,,,,,,05650cb7-70ae-4bff-baf2-4abcc1bc830c,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,daf6cd5c-a0ec-411f-8429-cc2af48773ab,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-09-08,ACA,243,YEG,YVR,,50,D,C43,false,,2025-09-08T14:55,2025-09-08T14:48,,,,,2025-09-08T15:38,2025-09-08T15:15,Airbus A320,,,,,,,,4207a498-44c4-4efa-9007-1462a6003d6d,e01c58da-cfd8-4db7-9078-f950d668ba1a,daf6cd5c-a0ec-411f-8429-cc2af48773ab,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-09-08,ACA,8806,YVR,SEA,M,E85,Main,S1A,false,,2025-09-08T17:30,2025-09-08T17:36,,,,,2025-09-08T18:36,2025-09-08T18:40,DHC-8-400 Dash 8Q,,,,,,,,c35bf934-4b3b-466e-861f-0d0e2c59709e,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,b3f217fd-4bc7-4806-9efe-abe9446a74df,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2025-11-04,ACA,3,YVR,NRT,I,D51,1,47,false,,2025-11-04T13:05,2025-11-04T12:59,,,,,2025-11-05T16:20,2025-11-05T16:03,Boeing 777-300 ER,,,,,,,,7c5d9406-b6db-4e75-acb2-8c054892eae4,e01c58da-cfd8-4db7-9078-f950d668ba1a,c71de46b-62e9-43fb-83e7-1f44a3a393fe,42cbe764-fc30-49b0-9e72-eca5f6c21767,,78eac566-1ad0-4ded-9979-9510dfde05f2
